customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
7774-OJSXI,1,31,One year,103.45,3066.45,Fiber optic,0,0,1,3.45
7776-QGYJC,0,39,Month-to-month,81.5,3107.3,Fiber optic,0,1,1,2.72
7776-QWNFX,1,30,Month-to-month,50.4,1527.5,DSL,0,0,0,1.68
7777-UNYHB,0,12,Month-to-month,20.1,232.4,No,0,0,0,0.67
7779-LGOVN,1,10,Month-to-month,86.65,856.65,Fiber optic,0,0,0,2.89
7779-ORAEL,0,45,Two year,75.15,3480.35,DSL,1,1,1,2.51
7780-OTDSO,1,18,Month-to-month,99.4,1742.95,Fiber optic,1,0,0,3.31
7781-EWARA,0,70,One year,60.35,4138.7,DSL,0,1,1,2.01
7781-HVGMK,0,72,Two year,65.2,4784.45,DSL,1,1,1,2.17
7783-YKGDV,1,12,Month-to-month,99.7,1238.45,Fiber optic,1,0,1,3.32
7785-RDVIG,0,3,Month-to-month,19.3,54.7,No,0,0,0,0.64
7786-WBJYI,1,4,Month-to-month,77.95,305.55,Fiber optic,0,0,0,2.6
7787-BNTZM,0,6,Month-to-month,20.15,130.5,No,0,0,0,0.67
7789-CRUVC,0,61,Month-to-month,94.2,5895.45,Fiber optic,1,1,1,3.14
7789-HKSBS,0,42,One year,105.2,4599.15,Fiber optic,1,0,1,3.51
7794-JASDG,0,1,Month-to-month,50.75,50.75,DSL,1,0,0,1.69
7795-CFOCW,0,45,One year,42.3,1840.75,DSL,1,1,1,1.41
7797-EJMDP,0,8,Month-to-month,66.05,574.5,DSL,1,1,0,2.2
7798-JVXYM,0,14,Month-to-month,69.65,921.4,DSL,0,1,0,2.32
7799-DSEWS,0,18,Month-to-month,68.35,1299.8,DSL,1,1,1,2.28
7799-LGRDP,0,43,Two year,25.7,1188.2,No,0,0,0,0.86
7801-CEDNV,0,27,One year,48.7,1421.75,DSL,1,0,0,1.62
7801-KICAO,0,18,Month-to-month,74.15,1345.75,Fiber optic,0,0,0,2.47
7802-EFKNY,1,5,Month-to-month,24.95,100.4,DSL,0,0,0,0.83
7803-XOCCZ,0,52,Month-to-month,84.05,4326.8,Fiber optic,1,1,1,2.8
7808-DVWEP,0,3,Month-to-month,20.0,49.65,No,0,0,0,0.67
7811-JIVPF,0,23,Month-to-month,49.7,1081.25,DSL,0,0,1,1.66
7812-FZHPE,1,17,Month-to-month,24.1,409.9,No,0,0,0,0.8
7813-TKCVO,0,20,One year,20.35,393.15,No,0,0,0,0.68
7813-ZGGAW,0,31,Month-to-month,96.6,2877.95,Fiber optic,0,1,1,3.22
7814-LEEVE,0,1,Month-to-month,20.3,20.3,No,0,0,0,0.68
7815-PDTHL,0,35,Two year,20.2,684.4,No,0,0,0,0.67
7816-VGHTO,0,6,Two year,40.55,217.5,DSL,0,1,1,1.35
7817-BOQPW,1,2,Month-to-month,75.55,166.3,Fiber optic,0,0,0,2.52
7817-OMJNA,0,14,One year,20.4,275.7,No,0,0,0,0.68
7820-ZYGNY,0,63,One year,90.45,5825.5,Fiber optic,0,0,0,3.02
7821-DPRQE,0,68,Month-to-month,107.7,7320.9,Fiber optic,1,1,0,3.59
7823-JSOAG,0,3,Month-to-month,74.5,217.45,Fiber optic,0,0,0,2.48
7824-PANSQ,0,58,Month-to-month,80.65,4807.35,Fiber optic,0,1,0,2.69
7825-ECJRF,1,19,Month-to-month,106.6,1934.45,Fiber optic,1,1,1,3.55
7825-GKXMW,1,1,Month-to-month,45.8,45.8,DSL,0,0,0,1.53
7826-VVKWT,0,24,Two year,96.55,2263.45,Fiber optic,0,0,1,3.22
7831-QGOXH,1,18,Month-to-month,85.2,1553.9,Fiber optic,0,0,0,2.84
7833-PKIHD,0,51,One year,76.4,3966.3,DSL,1,1,0,2.55
7838-LAZFO,0,45,One year,78.8,3597.5,DSL,1,0,1,2.63
7839-NUIAA,0,61,Month-to-month,59.8,3641.5,DSL,1,0,0,1.99
7839-QRKXN,1,1,Month-to-month,20.2,20.2,No,0,0,0,0.67
7841-FCRQD,0,33,One year,53.75,1857.3,DSL,0,1,0,1.79
7841-TZDMQ,1,2,Month-to-month,46.0,84.5,DSL,0,0,0,1.53
7845-URHJN,1,8,Month-to-month,20.15,156.25,No,0,0,0,0.67
7850-THJMU,0,26,Two year,19.65,494.9,No,0,0,0,0.65
7850-VWJUU,0,23,Month-to-month,75.0,1778.5,Fiber optic,1,0,0,2.5
7851-FLGGQ,1,1,Month-to-month,44.65,44.65,DSL,0,1,0,1.49
7851-WZEKY,1,2,Month-to-month,95.15,196.9,Fiber optic,0,0,0,3.17
7852-LECYP,0,13,Month-to-month,93.8,1261.0,Fiber optic,1,0,0,3.13
7853-GVUDZ,1,1,Month-to-month,20.15,20.15,No,0,0,0,0.67
7853-OETYL,0,4,Month-to-month,29.05,129.6,DSL,1,0,0,0.97
7853-WNZSY,0,1,Month-to-month,19.75,19.75,No,0,0,0,0.66
7854-EDSSA,1,22,Month-to-month,59.0,1254.7,DSL,1,0,0,1.97
7854-EKTJL,1,2,Month-to-month,19.6,35.85,No,0,0,0,0.65
7854-FOKSF,1,1,Month-to-month,35.9,35.9,DSL,0,0,0,1.2
7855-DIWPO,0,21,Month-to-month,68.65,1493.2,Fiber optic,0,0,0,2.29
7856-GANIL,0,45,One year,98.7,4525.8,Fiber optic,0,1,1,3.29
7858-GTZSP,0,12,Month-to-month,86.55,1066.9,Fiber optic,0,0,0,2.88
7860-KSUGX,0,72,Two year,64.45,4720.0,DSL,1,0,1,2.15
7860-UXCRM,0,63,Two year,74.5,4674.55,DSL,1,1,1,2.48
7861-UVUFT,1,15,Month-to-month,84.3,1308.4,Fiber optic,0,0,1,2.81
7868-BGSZA,0,43,One year,80.2,3581.6,DSL,1,0,1,2.67
7868-TMWMZ,0,60,Two year,110.0,6668.35,Fiber optic,1,1,1,3.67
7869-ZYDST,0,31,Month-to-month,59.05,1882.8,DSL,0,0,0,1.97
7872-BAAZR,0,53,One year,19.55,1007.9,No,0,0,0,0.65
7872-RDDLZ,0,67,Month-to-month,54.9,3725.5,DSL,0,0,0,1.83
7873-CVMAW,0,72,Two year,88.55,6362.35,DSL,1,1,1,2.95
7874-ECPQJ,0,4,Month-to-month,20.05,85.5,No,0,0,0,0.67
7876-AEHIG,0,51,One year,60.15,3077.0,DSL,1,1,1,2.0
7876-BEUTG,0,15,Month-to-month,48.8,720.1,DSL,0,0,0,1.63
7876-DNYAP,0,69,Two year,19.8,1436.95,No,0,0,0,0.66
7878-JGDKK,0,4,Month-to-month,44.55,220.75,DSL,0,0,0,1.48
7878-RTCZG,0,1,Month-to-month,19.9,19.9,No,0,0,0,0.66
7879-CGSFV,0,55,One year,100.9,5552.05,Fiber optic,1,0,0,3.36
7880-XSOJX,0,4,Month-to-month,42.4,146.4,DSL,1,1,0,1.41
7881-EVUAD,1,2,Month-to-month,42.6,72.4,DSL,1,0,0,1.42
7881-INRLC,1,45,Month-to-month,100.85,4740.0,Fiber optic,0,0,0,3.36
7883-ROJOC,0,19,Month-to-month,44.9,839.65,DSL,0,0,0,1.5
7890-VYYWG,1,3,Month-to-month,36.45,93.7,DSL,0,0,0,1.22
7892-POOKP,1,28,Month-to-month,104.8,3046.05,Fiber optic,0,1,1,3.49
7892-QVYKW,0,23,Month-to-month,85.6,1868.4,Fiber optic,0,0,0,2.85
7893-IXHRQ,1,1,Month-to-month,20.55,20.55,No,0,0,0,0.68
7895-VONWT,0,25,Month-to-month,48.25,1293.8,DSL,0,0,1,1.61
7898-PDWQE,0,71,Two year,80.4,5727.15,DSL,1,1,1,2.68
7901-HXJVA,0,14,Month-to-month,76.45,1117.55,Fiber optic,0,0,1,2.55
7901-IIDQV,0,24,One year,54.6,1242.25,DSL,0,1,0,1.82
7901-TBKJX,0,56,Month-to-month,101.05,5594.0,Fiber optic,0,0,1,3.37
7903-CMPEY,1,1,Month-to-month,80.3,80.3,Fiber optic,1,0,0,2.68
7905-NJMXS,0,7,Month-to-month,64.2,475.0,DSL,1,1,0,2.14
7905-TVXTA,0,5,Month-to-month,64.35,352.65,DSL,1,1,0,2.14
7908-QCBCA,1,1,Month-to-month,69.4,69.4,Fiber optic,0,0,0,2.31
7909-FIOIY,0,19,Month-to-month,24.85,434.8,DSL,0,0,0,0.83
7912-SYRQT,1,7,Month-to-month,75.1,552.95,Fiber optic,0,0,0,2.5
7916-VCCPB,0,16,Month-to-month,73.25,1195.75,Fiber optic,0,0,0,2.44
7919-ZODZZ,0,10,One year,65.9,660.05,DSL,0,0,1,2.2
7921-BEPCI,0,72,Two year,59.75,4265.0,DSL,1,0,0,1.99
7921-LMDFQ,0,51,One year,94.0,4905.75,Fiber optic,0,0,1,3.13
7923-IYJWY,0,67,Two year,116.1,7839.85,Fiber optic,1,1,1,3.87
7924-GJZFI,0,25,Month-to-month,69.3,1813.1,Fiber optic,0,0,0,2.31
7925-PNRGI,0,45,Month-to-month,81.3,3541.1,DSL,1,1,1,2.71
7926-IJOOU,0,1,Month-to-month,19.3,19.3,No,0,0,0,0.64
7927-AUXBZ,1,30,Month-to-month,85.15,2555.9,Fiber optic,0,1,0,2.84
7928-VJYAB,0,11,Month-to-month,90.6,1020.2,Fiber optic,0,0,0,3.02
7929-DMBCV,0,20,Month-to-month,81.0,1683.7,Fiber optic,0,1,1,2.7
7929-SKFGK,0,70,Two year,114.3,8244.3,Fiber optic,1,1,1,3.81
7931-PXHFC,1,38,One year,62.3,2354.8,DSL,0,1,1,2.08
7932-WPTDS,1,1,Month-to-month,24.8,24.8,DSL,0,0,0,0.83
7938-OUHIO,1,3,Month-to-month,98.7,293.65,Fiber optic,0,1,1,3.29
7940-UQQUG,0,64,One year,104.4,6721.6,Fiber optic,1,1,0,3.48
7941-RCJOW,0,65,Two year,19.55,1218.65,No,0,0,0,0.65
7943-RQCHR,1,9,Month-to-month,94.75,889.9,Fiber optic,0,0,0,3.16
7945-HLKEA,0,60,One year,64.75,4039.5,DSL,1,1,1,2.16
7945-PRBVF,0,35,Two year,21.45,705.45,No,0,0,0,0.72
7950-XWOVN,0,11,Month-to-month,34.7,383.55,DSL,0,0,1,1.16
7951-QKZPL,1,33,Two year,24.5,740.3,No,0,0,0,0.82
7951-VRDVK,0,36,One year,85.85,3003.55,DSL,1,1,1,2.86
7952-OBOYL,0,3,Month-to-month,89.85,244.45,Fiber optic,0,1,1,2.99
7954-MLBUN,0,31,Two year,99.45,3109.9,Fiber optic,0,1,1,3.32
7956-XQWGU,0,27,Month-to-month,19.4,460.25,No,0,0,0,0.65
7957-RYHQD,1,40,Month-to-month,79.2,3233.85,Fiber optic,1,0,0,2.64
7963-GQRMY,1,3,Month-to-month,44.3,134.5,DSL,0,0,0,1.48
7963-SHNDT,0,52,Two year,39.1,1982.1,DSL,1,1,0,1.3
7964-VEXDG,0,21,Month-to-month,80.35,1747.2,Fiber optic,1,0,0,2.68
7964-YESJC,0,24,Month-to-month,66.3,1559.45,DSL,1,0,1,2.21
7964-ZRKKG,0,67,One year,88.4,5798.3,Fiber optic,0,0,0,2.95
7966-YOTQW,0,10,Month-to-month,54.5,568.2,DSL,1,0,0,1.82
7967-HYCDE,0,8,Month-to-month,70.7,553.4,Fiber optic,0,0,0,2.36
7968-QUXNS,0,6,Month-to-month,18.95,110.15,No,0,0,0,0.63
7969-AULMZ,1,21,Month-to-month,97.35,2119.5,Fiber optic,0,0,0,3.24
7969-FFOWG,0,65,Two year,19.9,1292.6,No,0,0,0,0.66
7971-HLVXI,0,72,Two year,84.5,6130.85,Fiber optic,0,0,0,2.82
7973-DZRKH,0,66,Two year,90.95,5930.05,Fiber optic,1,1,1,3.03
7975-JMZNT,0,66,Two year,91.7,6075.9,DSL,1,1,1,3.06
7975-TZMLR,0,47,One year,103.1,4889.3,Fiber optic,0,0,1,3.44
7976-CICYS,0,4,Month-to-month,20.7,83.75,No,0,0,0,0.69
7977-HXJKU,0,21,Two year,19.6,397.0,No,0,0,0,0.65
7978-DKUQH,0,25,Month-to-month,74.6,1797.75,Fiber optic,0,0,1,2.49
7979-CORPM,1,24,Month-to-month,90.55,2282.55,Fiber optic,0,0,0,3.02
7980-MHFLQ,0,72,Two year,24.9,1859.2,No,0,0,0,0.83
7982-VCELR,0,36,Month-to-month,94.8,3565.65,Fiber optic,0,0,0,3.16
7989-AWGEH,0,49,Month-to-month,39.2,1838.15,DSL,1,0,0,1.31
7989-CHGTL,1,1,Month-to-month,19.6,19.6,No,0,0,0,0.65
7989-VCQOH,0,18,Month-to-month,83.25,1611.15,DSL,1,1,1,2.78
7993-NQLJE,0,15,Month-to-month,75.1,1151.55,Fiber optic,1,0,0,2.5
7993-PYKOF,1,8,Month-to-month,75.0,632.95,Fiber optic,1,0,0,2.5
7994-UYIVZ,0,8,Month-to-month,85.65,659.45,Fiber optic,0,0,0,2.86
7994-XIRTR,0,54,One year,65.25,3529.95,DSL,0,1,1,2.17
7995-ZHHNZ,0,42,One year,56.1,2386.85,DSL,1,0,0,1.87
7996-BPXHY,0,13,Two year,25.0,332.5,No,0,0,0,0.83
7996-MHXLW,0,66,Two year,25.15,1683.6,No,0,0,0,0.84
7997-EASSD,0,63,One year,81.2,4965.1,Fiber optic,0,1,0,2.71
7998-WNZEM,0,71,Two year,80.6,5708.2,DSL,1,1,1,2.69
7998-ZLXWN,0,15,Month-to-month,20.45,330.8,No,0,0,0,0.68
8000-REIQB,1,1,Month-to-month,69.95,69.95,Fiber optic,0,0,0,2.33
8003-EWNDZ,0,10,Month-to-month,21.2,222.65,No,0,0,0,0.71
8006-PYCSW,0,2,Month-to-month,20.1,39.8,No,0,0,0,0.67
8007-YYPWD,0,15,Two year,25.05,369.1,No,0,0,0,0.84
8008-ESFLK,0,53,One year,110.5,5835.5,Fiber optic,1,1,1,3.68
8008-HAWED,1,14,Month-to-month,50.75,712.75,DSL,0,0,1,1.69
8008-OTEZX,0,35,One year,19.65,708.8,No,0,0,0,0.65
8010-EZLOU,1,15,Month-to-month,80.2,1217.25,Fiber optic,0,0,0,2.67
8012-SOUDQ,0,43,Month-to-month,90.25,3838.75,Fiber optic,0,0,0,3.01
8015-IHCGW,0,72,Two year,115.5,8425.15,Fiber optic,1,1,1,3.85
8016-NCFVO,0,55,Month-to-month,116.5,6382.55,Fiber optic,1,1,1,3.88
8016-ZMGMO,0,66,One year,70.85,4738.85,DSL,0,0,1,2.36
8017-LXHFA,1,23,Month-to-month,94.75,2293.6,Fiber optic,0,0,0,3.16
8017-UVSZU,0,40,Month-to-month,56.6,2379.1,DSL,0,0,0,1.89
8019-ENHXU,1,42,Month-to-month,99.45,4138.05,Fiber optic,0,1,1,3.32
8020-BWHYL,1,15,Month-to-month,75.3,1147.45,Fiber optic,0,0,0,2.51
8022-BECSI,0,22,One year,19.6,422.5,No,0,0,0,0.65
8023-QHAIO,0,56,Month-to-month,76.85,4275.75,Fiber optic,0,1,0,2.56
8024-XNAFQ,0,72,Two year,107.4,7748.75,Fiber optic,1,1,1,3.58
8028-PNXHQ,0,62,Two year,24.25,1424.6,No,0,0,0,0.81
8029-XYPWT,0,71,Two year,115.05,8016.6,Fiber optic,1,1,1,3.84
8033-ATFAS,0,39,Month-to-month,59.85,2341.5,DSL,0,0,1,2.0
8033-VCZGH,0,50,One year,103.95,5231.3,Fiber optic,1,0,1,3.47
8034-RYTVV,0,55,One year,84.25,4589.85,Fiber optic,1,0,1,2.81
8035-BUYVG,1,40,One year,42.35,1716.45,DSL,1,0,1,1.41
8035-PWSEV,0,6,Month-to-month,89.25,487.05,Fiber optic,0,1,1,2.98
8039-ACLPL,0,72,Two year,68.75,4888.2,DSL,1,0,1,2.29
8039-EQPIM,0,69,Two year,60.25,4055.5,DSL,1,1,1,2.01
8040-MNRTF,0,1,Month-to-month,71.1,71.1,Fiber optic,0,0,0,2.37
8041-TMEID,0,63,Two year,108.5,6991.9,Fiber optic,1,0,1,3.62
8042-JVNFH,1,1,Month-to-month,71.35,71.35,Fiber optic,0,0,0,2.38
8042-RNLKO,0,66,One year,25.45,1699.15,No,0,0,0,0.85
8043-PNYSD,0,63,Two year,19.55,1245.6,No,0,0,0,0.65
8044-BGWPI,0,12,Month-to-month,21.15,306.05,No,0,0,0,0.7
8046-DNVTL,0,62,Two year,38.6,2345.55,DSL,1,1,0,1.29
8048-DSDFQ,0,1,Month-to-month,20.2,20.2,No,0,0,0,0.67
8049-WJCLQ,0,10,Month-to-month,60.2,563.5,DSL,0,0,1,2.01
8050-DVOJX,0,49,Two year,81.35,4060.9,DSL,1,1,1,2.71
8050-WYBND,0,22,One year,49.45,1031.4,DSL,0,0,1,1.65
8050-XGRVL,0,62,One year,54.75,3425.35,DSL,1,0,1,1.82
8051-HJRLT,1,1,Month-to-month,70.55,70.55,Fiber optic,0,0,0,2.35
8053-WWDRO,1,6,Month-to-month,19.5,146.3,No,0,0,0,0.65
8058-DMYRU,0,54,Month-to-month,90.05,4931.8,Fiber optic,0,0,0,3.0
8058-INTPH,1,1,Month-to-month,79.65,79.65,Fiber optic,0,0,0,2.66
8058-JMEQO,1,9,Month-to-month,84.45,762.5,Fiber optic,0,0,0,2.82
8059-UDZFY,0,33,Month-to-month,105.35,3465.05,Fiber optic,0,0,1,3.51
8060-HIWJJ,0,64,Two year,86.55,5632.55,DSL,0,1,1,2.88
8062-YBDOE,1,1,Month-to-month,69.65,69.65,Fiber optic,0,0,0,2.32
8063-GBATB,1,27,Month-to-month,85.25,2287.25,Fiber optic,0,0,0,2.84
8063-RJYNF,1,16,Month-to-month,94.25,1483.25,Fiber optic,1,0,0,3.14
8064-RAVOH,0,1,Month-to-month,49.85,49.85,DSL,0,0,1,1.66
8065-BVEPF,0,65,Month-to-month,99.1,6496.15,Fiber optic,0,0,1,3.3
8065-QBYTO,0,71,One year,99.65,7181.25,Fiber optic,1,1,0,3.32
8065-YKXKD,1,10,Month-to-month,74.75,799.65,Fiber optic,0,0,0,2.49
8066-POXGX,1,13,Month-to-month,35.1,446.1,DSL,0,0,0,1.17
8067-NIOYM,0,24,Two year,21.1,490.65,No,0,0,0,0.7
8069-RHUXK,0,67,Two year,35.7,2545.7,DSL,1,1,0,1.19
8069-YQQAJ,0,14,Month-to-month,31.1,419.7,DSL,0,0,0,1.04
8070-AAWZP,0,24,Month-to-month,34.25,828.2,DSL,0,1,1,1.14
8071-SBTRN,0,70,Two year,111.15,7737.55,Fiber optic,1,0,1,3.7
8073-IJDCM,1,1,Month-to-month,20.3,20.3,No,0,0,0,0.68
8075-GXIUB,0,9,One year,19.85,183.15,No,0,0,0,0.66
8076-FEZKJ,0,10,One year,19.5,225.85,No,0,0,0,0.65
8079-XRJRS,1,65,One year,89.75,5769.6,Fiber optic,1,0,1,2.99
8080-DDEMJ,1,1,Month-to-month,45.1,45.1,DSL,0,0,0,1.5
8080-POTJR,0,30,One year,79.3,2427.1,DSL,1,0,1,2.64
8082-GHXOP,0,13,Month-to-month,44.0,659.35,DSL,0,0,0,1.47
8083-YTZES,1,4,Month-to-month,74.35,265.35,Fiber optic,0,0,0,2.48
8084-OIVBS,0,11,One year,20.0,211.95,No,0,0,0,0.67
8085-MSNLK,0,62,Two year,113.95,6891.4,Fiber optic,1,1,1,3.8
8086-OVPWV,1,2,Month-to-month,80.2,181.1,Fiber optic,0,0,0,2.67
8087-LGYHQ,0,9,Month-to-month,94.05,811.65,Fiber optic,0,0,1,3.14
8089-UZWLX,0,71,Two year,104.05,7413.55,Fiber optic,0,0,1,3.47
8091-TTVAX,0,58,One year,100.35,5681.1,Fiber optic,0,0,1,3.34
8092-NLTGF,0,72,Two year,24.75,1777.6,No,0,0,0,0.82
8095-WANWK,0,10,Month-to-month,45.25,428.7,DSL,0,0,0,1.51
8096-LOIST,0,19,Month-to-month,56.2,1093.4,DSL,0,0,0,1.87
8097-OMULG,0,59,One year,76.75,4541.9,DSL,0,1,1,2.56
8097-VBQTZ,0,54,Month-to-month,69.9,3883.3,DSL,1,1,0,2.33
8098-LLAZX,1,4,Month-to-month,95.45,396.1,Fiber optic,0,0,0,3.18
8098-TDCBU,0,42,Two year,25.25,1108.2,No,0,0,0,0.84
8099-MZPUJ,0,48,Two year,111.8,5443.65,Fiber optic,1,1,1,3.73
8100-HZZLJ,0,43,Month-to-month,63.95,2737.05,DSL,1,0,0,2.13
8100-PNJMH,0,68,Two year,88.85,6132.7,DSL,1,1,1,2.96
8104-OSKWT,0,12,Month-to-month,79.8,1001.2,Fiber optic,1,0,0,2.66
8106-GWQOK,0,38,Two year,60.0,2193.2,DSL,1,1,0,2.0
8107-KNCIM,0,14,Month-to-month,75.1,1013.35,Fiber optic,0,0,0,2.5
8107-RZLNV,0,72,Two year,106.3,7565.35,Fiber optic,0,0,1,3.54
8108-UXRQN,0,11,Month-to-month,50.55,565.35,DSL,1,0,0,1.68
8109-YUOHE,0,17,One year,56.1,946.95,DSL,1,0,0,1.87
8111-BKVDS,0,10,Month-to-month,40.7,449.3,DSL,1,0,1,1.36
8111-RKSPX,1,4,Month-to-month,72.2,305.55,Fiber optic,0,0,0,2.41
8111-SLLHI,1,39,Month-to-month,105.65,4284.8,Fiber optic,0,0,1,3.52
8118-LSUEL,1,23,Month-to-month,106.4,2483.5,Fiber optic,0,0,1,3.55
8118-TJAFG,0,9,Month-to-month,101.5,906.85,Fiber optic,0,1,0,3.38
8120-JDCAM,0,4,Month-to-month,69.55,284.9,Fiber optic,0,0,0,2.32
8123-QBNAZ,0,36,Month-to-month,104.5,3684.95,Fiber optic,1,0,1,3.48
8124-NZVGJ,0,6,One year,49.25,255.6,DSL,0,1,0,1.64
8125-QPFJD,0,72,Two year,84.9,6065.3,DSL,1,1,1,2.83
8128-YVJRG,1,7,Month-to-month,79.65,604.7,Fiber optic,1,0,0,2.66
8129-GMVGI,0,56,Two year,20.05,1090.1,No,0,0,0,0.67
8132-YPVBX,0,6,Month-to-month,85.95,514.6,Fiber optic,0,0,0,2.86
8133-ANHHJ,0,49,One year,103.0,5166.2,Fiber optic,1,1,1,3.43
8138-EALND,0,15,Month-to-month,19.75,311.6,No,0,0,0,0.66
8143-ETQTI,0,23,Two year,19.65,451.55,No,0,0,0,0.65
8144-DGHXP,0,54,Two year,80.6,4299.95,DSL,1,1,1,2.69
8146-QQKZH,0,71,Two year,81.85,5924.4,DSL,1,1,1,2.73
8148-BPLZQ,0,34,Month-to-month,49.8,1734.2,DSL,0,0,0,1.66
8148-NLEGT,0,42,Two year,22.95,1014.25,No,0,0,0,0.76
8148-WOCMK,0,8,Two year,19.6,125.0,No,0,0,0,0.65
8149-AIQCG,0,39,Month-to-month,73.15,2730.85,Fiber optic,0,0,0,2.44
8149-RSOUN,1,1,Month-to-month,93.85,93.85,Fiber optic,0,0,0,3.13
8150-QUDFX,0,2,Month-to-month,19.85,51.6,No,0,0,0,0.66
8152-UOBNY,0,50,One year,106.8,5347.95,Fiber optic,0,1,0,3.56
8152-VETUR,0,72,Two year,97.7,6869.7,Fiber optic,0,0,0,3.26
8155-IBNHG,1,24,Month-to-month,75.4,1747.85,Fiber optic,0,0,0,2.51
8158-WPEZG,0,11,Month-to-month,35.65,425.1,DSL,0,1,0,1.19
8160-HOWOX,0,7,Month-to-month,66.85,458.1,DSL,0,0,0,2.23
8161-QYMTT,0,7,Month-to-month,94.1,701.3,Fiber optic,0,0,0,3.14
8164-OCKUJ,0,59,Two year,20.6,1286.0,No,0,0,0,0.69
8165-CBKXO,0,66,Two year,56.75,3708.4,DSL,0,0,1,1.89
8165-ZJRNM,0,72,Two year,23.75,1679.25,No,0,0,0,0.79
8166-ORCHU,0,33,One year,93.55,3055.5,Fiber optic,1,1,0,3.12
8166-ZZTFS,1,66,Two year,80.55,5265.1,DSL,0,0,1,2.68
8167-GJLRN,0,3,Month-to-month,30.4,82.15,DSL,0,1,0,1.01
8168-UQWWF,1,11,Month-to-month,97.85,1105.4,Fiber optic,0,0,1,3.26
8169-SAEJD,0,69,Two year,56.55,3952.65,DSL,1,0,0,1.88
8173-RXAYP,0,24,Two year,19.7,452.55,No,0,0,0,0.66
8174-LNWMW,0,31,Two year,20.9,689.35,No,0,0,0,0.7
8174-TBVCF,0,70,Two year,94.8,6859.05,DSL,1,1,1,3.16
8178-EYZUO,1,46,Month-to-month,93.7,4154.8,Fiber optic,1,0,0,3.12
8180-AKMJV,0,1,Month-to-month,44.55,44.55,DSL,0,0,0,1.48
8181-YHCMF,0,68,Two year,60.3,4109.0,DSL,0,1,1,2.01
8182-BJDSI,1,28,Month-to-month,89.95,2625.55,Fiber optic,0,0,0,3.0
8182-PNAGI,1,12,Month-to-month,50.25,593.75,DSL,0,1,0,1.68
8183-ONMXC,1,2,Month-to-month,80.75,159.45,Fiber optic,0,0,0,2.69
8184-WMOFI,0,62,One year,71.4,4487.3,DSL,1,1,1,2.38
8185-UPYBR,1,6,Month-to-month,75.5,438.0,Fiber optic,0,0,0,2.52
8189-DUKMV,0,4,One year,20.5,79.05,No,0,0,0,0.68
8189-HBVRW,0,53,Month-to-month,90.8,4921.2,Fiber optic,1,0,1,3.03
8189-XRIKE,0,32,Month-to-month,90.95,2897.95,Fiber optic,0,0,0,3.03
8190-ZTQFB,0,41,One year,51.35,2075.1,DSL,0,0,1,1.71
8191-XWSZG,0,52,One year,20.65,1022.95,No,0,0,0,0.69
8194-PEEBY,0,24,One year,19.9,533.5,No,0,0,0,0.66
8197-BFWVU,0,72,Two year,93.25,6688.95,DSL,1,1,1,3.11
8198-RKSZG,0,14,Month-to-month,80.45,1137.05,DSL,0,1,0,2.68
8199-ZLLSA,1,67,One year,118.35,7804.15,Fiber optic,1,1,1,3.94
8200-KLNYW,0,21,One year,80.9,1714.95,DSL,1,1,1,2.7
8200-LGKSR,0,71,Two year,83.2,6126.1,DSL,1,1,1,2.77
8201-AAXCB,0,25,Month-to-month,60.35,1404.65,DSL,0,0,0,2.01
8203-XJZRC,0,1,Month-to-month,20.25,20.25,No,0,0,0,0.68
8204-TIFGJ,0,23,Month-to-month,20.3,470.6,No,0,0,0,0.68
8204-YJCLA,0,72,Two year,64.8,4732.35,DSL,1,1,1,2.16
8205-MQUGY,0,12,Month-to-month,49.2,571.15,DSL,1,0,0,1.64
8205-OTCHB,1,22,One year,43.75,903.6,DSL,0,0,1,1.46
8205-VSLRB,0,70,Two year,77.3,5498.2,DSL,1,1,1,2.58
8207-DMRVL,0,72,Two year,114.55,8306.05,Fiber optic,1,1,1,3.82
8207-VVMYB,0,70,Two year,26.0,2006.95,No,0,0,0,0.87
8208-EUMTE,0,16,Two year,54.85,916.15,DSL,1,1,1,1.83
8212-CRQXP,0,22,Month-to-month,80.0,1706.45,Fiber optic,0,0,0,2.67
8212-DJRCH,0,5,Month-to-month,90.35,434.5,Fiber optic,1,0,1,3.01
8213-TAZPM,0,69,One year,108.75,7493.05,Fiber optic,0,1,1,3.62
8215-NGSPE,0,42,Two year,20.0,833.55,No,0,0,0,0.67
8216-AZUUZ,0,42,Two year,100.4,4303.65,Fiber optic,0,1,1,3.35
8217-QYOHV,0,5,Month-to-month,55.75,266.95,DSL,1,1,0,1.86
8218-FFJDS,0,72,Two year,86.4,6058.95,DSL,1,1,0,2.88
8219-VYBVI,0,39,Two year,25.0,1004.35,No,0,0,0,0.83
8220-OCUFY,0,21,One year,60.25,1258.35,DSL,1,1,1,2.01
8221-EQDGL,0,35,Month-to-month,61.0,2130.45,DSL,1,0,1,2.03
8221-HVAYI,0,35,Two year,69.15,2490.15,DSL,1,1,1,2.31
8224-DWCKX,0,12,Month-to-month,73.3,828.05,Fiber optic,0,0,0,2.44
8224-IVVPA,0,27,Month-to-month,56.7,1652.95,DSL,1,0,0,1.89
